company,client,nb_avis_client,date_commande,notes,titre_commentaire,commentaire,date_commentaire,reponse_sav,date_reponse_sav,delai_reponse_sav
My_origines,Julie,2,2023-12-15,5,Tout était parfait :,Tout était parfait :Les délais la livraison ainsi que le colis,2023-12-22,,,
My_origines,M. Bernard D.,5,2023-12-15,5,Très bon rapport qualité prix et…,Très bon rapport qualité prix et surtout une livraison rapide.Je ne connaissais pas ce site mais je le recommande,2023-12-22,,,
My_origines,Madame KEDIKIAN,2,2023-12-13,4,Bonjour,"Bonjour, j’aurais souhaiter avoir des échantillons ou un petit cadeau de votre part vu le montant de ma commande . Passez de Bonnes Fêtes .",2023-12-22,,,
My_origines,Cecilia Bruzzone,1,2023-12-22,5,Super satisfaite,"C'est la première fois que je commande sur my origine et je suis comblé😍. Commande reçu aujourd'hui comme prévu, juste avant Noël 🎅. J ai reçu mes échantillons et la trousse cadeau avec le code comme promis et les produits sont très chouettes. Je recommanderai à nouveau  chez vous. Merci 👝💄",2023-12-22,,,
My_origines,Defosse-Horridge Sylvia,5,2023-12-15,5,Parfait,Parfait ! Rapide !,2023-12-22,,,
My_origines,Maria BEULQUE,1,2023-12-14,5,Facilité de commande et rapidité de…,Facilité de commande et rapidité de l'envoi.,2023-12-22,,,
My_origines,Jessica ISAMBERT,1,2023-12-15,5,Colis superbement bien emballé!,Colis superbement bien emballé!! Merci aussi pour les échantillons :),2023-12-22,,,
My_origines,Francoise,11,2023-12-12,5,Envoi rapide et conforme,Date de l'expérience: 12 décembre 2023,2023-12-22,,,
My_origines,Ann Vanderheyden,1,2023-12-18,1,Service client très mauvais,"J'ai passé une commande le 7/12/2023, le lendemain le 8/12 j'ai reçu un message que ma commande est en chemin, mais après 10 jours je n'avait pas encore reçu mon colis. Depuis, j'essaie de contacter MyOrygines par email, formulaire de contact et par téléphone, mais je n'ai reçu aucune réaction. Très, très mauvais service client",2023-12-22,,,
My_origines,Nathalie ROUSSEAU,3,2023-12-15,5,Très satisfaite de ma commande,"Le colis a été envoyé rapidement, chaque parfum soigneusement emballé et quelques échantillons de parfum ont été joints.",2023-12-22,,,
My_origines,Floriane,3,2023-12-14,5,Top et livraison parfait,Date de l'expérience: 14 décembre 2023,2023-12-22,,,
My_origines,Frantz D,3,2023-12-15,3,Expérience moyenne,"Expérience moyenneTarifs, rien à dire On choisit un petit mot personnalisé pour Noël, c'est pas pris en compte.On demande un paquet cadeau, qu'un seul colis sur les deux.Content du prix, mais le service et les options, non.",2023-12-22,,,
My_origines,Martine Renaud,1,2023-12-15,5,Grande efficacité,"Site très fiable, excellente réactivité, service client très compétent.",2023-12-22,,,
My_origines,Catherine Reynaud,7,2023-12-14,3,Un peu déçu par ce que j'ai reçu,"Un peu déçu par ce que j'ai reçu. J'avais la possibilité de demander un paquet ""cadeau"". Je pensais que ma commande serait emballée comme un cadeau, j'ai reçu une petite pochette en tissu aux couleurs de my origines ! Sinon, reçu dans les délais, conforme à ma commande et très bien protégé.",2023-12-22,,,
My_origines,Bayle Jean jacques,4,2023-12-14,5,Commande reçu très rapidement,Commande reçu très rapidementEmballage de très bonne qualité maintenant reste à savoir la qualité du parfum puisque celui ne sera ouvert que le jour de NoëlBonne fête,2023-12-22,,,
My_origines,ELISABETH BIDAULT,1,2023-12-14,1,Bonjour,"Bonjour, Sur pratiquement 500€ de commande je n'ai eu qu'un seul paquet emballé alors que je l'avais spécifié pour tous les paquets. vous avez mis dans les 3 colis des pochettes tissus trop petites qui ne servent à rien. De plus, même pas un petit cadeau de remerciement.",2023-12-22,,,
My_origines,Palante,2,2023-12-14,5,Choix,"Choix, rapidité d'expédition, prix !",2023-12-22,,,
My_origines,VISA Suzanne,6,2023-12-15,5,Professionnel,"Professionnel, Envoi rapide.Je recommandé.",2023-12-22,,,
My_origines,Danielle ANDURAND,3,2023-12-13,5,BRAVO,"site à recommander. Les parfums sont authentiques, présentation soignée et délai de livraison très rapide. Quelques échantillons dans le colis,  parfum ou autre sont les bienvenus !Très satisfaite de l'ensemble",2023-12-22,,,
My_origines,Yvan DELAYE;,4,2023-12-15,5,rapport qualité prix,Date de l'expérience: 15 décembre 2023,2023-12-22,,,
My_origines,DELAMARCHE,4,2023-12-14,5,Envoie rapide,Envoie rapide. Produit conforme.,2023-12-22,,,
My_origines,coquito2406,4,2023-12-14,5,Site très sérieux. A recommander.,"Respect du contrat passé : produit, délais",2023-12-22,,,
My_origines,Danielle Jeanne Le Roux,2,2023-12-14,2,colis incomplet,"Pas de problème pour la rapidité de livraison.Un problème car je n'ai pas reçu le cadeau promis attaché à ma commande, à savoir- un porte carte JP Gaultier- pour mon achat d'une eau de toilette 100 ml ""Classique de JP Gaultier""J'ai avancé ma commande justement car il y avait ce cadeau, d'où ma déception !!!",2023-12-22,,,
My_origines,Christophe,8,2023-12-14,5,Inégalable,"Prix, rapidité, qualité de l'emballage et de la pochette cadeau",2023-12-22,,,
My_origines,Claude  Lechat,3,2023-12-15,5,Ce n est pas mon premier achat,"Ce n est pas mon premier achat, toujours très satisfait de ce site,aussi bien que pour les produits que pour la livraison",2023-12-22,,,
My_origines,Alain.L,20,2023-12-15,5,Pour une première commande,"Pour une première commande, tout c'est très bien passé. J'ai trouvé mon parfum alors qu'il n'est plus chez Sephora et moins cher. Belle découverte.",2023-12-22,,,
My_origines,Serge/janick Delaune,1,2023-12-15,5,Parfait en totalité,Livraison très rapide satisfaisante du prix attention sur le packaging échantillon et petit sac tissu,2023-12-22,,,
My_origines,Abitbol Annie,1,2023-12-15,4,vraiment impeccable,très satisfaite et conforme à mon attenterapide et ponctuel,2023-12-22,,,
My_origines,Joelle,2,2023-12-15,5,Le choix et les  prix attractifs et la…,Le choix et les  prix attractifs et la rapidité de livraison,2023-12-22,,,
My_origines,Nadège Léger,12,2023-12-15,5,Des prix très attractifs,"Des prix très attractifs, échantillons, réception colis correct, bien évidemment plus long délai en période de Noël.Cela fait plusieurs fois que je commande et suis très satisfaite.",2023-12-22,,,
My_origines,catherine,3,2023-12-15,5,La livraison était rapide et le prix…,La livraison était rapide et le prix imbattable.,2023-12-22,,,
My_origines,ADJADJ,2,2023-12-15,4,Produits de qualité,"Produits de qualité. Choix du point relais non respecté, probablement du fait du système de Point Relais qui a mofifié le point de livraison sans préavis.",2023-12-22,,,
My_origines,Alain Pirard,3,2023-12-15,5,Prix intéressants,"Prix intéressants, livraison satisfaisante",2023-12-22,,,
My_origines,OLIVIER,6,2023-12-15,3,Questions sans réponses !!!,"Livraison rapideBon produit mais avec un bouchon cassé dans l'emballage ! Plusieurs mails écrit sans réponses de la part du site, donc je met la note de 3 seulement (ce qui est déjà bien sans réponses à mes demandes !)",2023-12-22,,,
My_origines,M. Gérard LICCIA,2,2023-12-15,5,"Très bien  continuer comme ça,sauf ci","Très bien  continuer comme ça,sauf ci Les prix sont à la baisse. Bonne fête. 👍",2023-12-22,,,
My_origines,Jeremy Cousin,1,2023-12-15,5,Excellente,"Bonne qualité, livraison rapide top !!",2023-12-22,,,
My_origines,Jocelyne Baumert,1,2023-12-15,5,Site sérieux avec des prix très attractifs,"Je commande régulièrement sur votre site et je n’ai jamais été déçu ..Les prix sont attractifs, l’emballage est très soigné.J’ai même droit à des échantillons.Top de recommande ce site.",2023-12-22,,,
My_origines,Client,5,2023-12-14,5,Rapport qualité prix excellent et…,Rapport qualité prix excellent et livraison rapide,2023-12-22,,,
My_origines,Nelly Bonnabesse,1,2023-12-15,5,Livraison rapide,Date de l'expérience: 15 décembre 2023,2023-12-22,,,
My_origines,Alex,3,2023-12-14,5,"Cadeau de Noël pour mon fils ,le…","Cadeau de Noël pour mon fils ,le coffret est top, livraison rapide et très bien protégé.",2023-12-22,,,
My_origines,THIBAUD CANDESSOUSSENS,5,2023-12-15,5,Belle surprise !,Je suis très content du colis que j’ai reçu. C’est ma fille qui m’a fait connaître cette entreprise. Vous pouvez passer commande les yeux fermés !Joyeuses fêtes,2023-12-22,,,
My_origines,Maryelle R.,2,2023-12-14,5,Rapide..,Rapide... bien emballé..RAS,2023-12-22,,,
My_origines,Invité,5,2023-12-15,5,J’ai toujours été entièrement satisfaite de mes commandes et de la réception de mes colis!,J’aime et j’ai surtout invité les amis à me suivre pour leurs commandes,2023-12-22,,,
My_origines,Mehdi Guidoum,1,2023-12-15,1,je n'ai pas reçu ma commande et je…,je n'ai pas reçu ma commande et je n'est toujours pas été rembourser!!!,2023-12-22,,,
My_origines,Delphine Fourquemin,1,2023-12-15,1,Mon colis n'a jamais éé livré et on me…,Mon colis n'a jamais été livré et on me propose une solution dans 15 jours!!! c'était un cadeau de Noël. J'ai précisé que je ne voulais pas être remboursée mais avoir mon parfum : pas de réponse.,2023-12-22,,,
My_origines,Fabienne Manhaudier,2,2023-12-15,2,Flacon de parfum cassé impossible de…,Flacon de parfum cassé impossible de joindre le service client,2023-12-22,,,
My_origines,Fabien lavallee,4,2023-12-15,5,Commande conforme reçue en bon état…,Commande conforme reçue en bon état bien emballé je recommande.😉,2023-12-22,,,
My_origines,Lidome Virginie,1,2023-12-15,5,Envoie rapide,"Envoie rapide , toujours des prix raisonnable",2023-12-22,,,
My_origines,Vasilica Farcasanu,1,2023-12-15,5,J'ai reçu la commande rapidement,"J'ai reçu la commande rapidement, joliment emballée et j'ai été agréablement surprise par le cadeau que j'ai reçu de l'équipe ! Je reviendrai certainement avec une autre commande !Merci !",2023-12-22,,,
My_origines,Loffreda Genevieve,6,2023-12-15,5,Très très bien,Date de l'expérience: 15 décembre 2023,2023-12-22,,,
My_origines,Sylvie Tassin,1,2023-12-22,1,Livraison non effectuée alors qu'elle était prévue pour le 11 décembre contre signature... depuis mes cadeaux de Noël ont disparu,Livraison non effectuée alors qu'elle était prévue pour le 11 décembre... depuis mes cadeaux de Noël ont disparu,2023-12-22,,,
My_origines,MASSE,3,2023-12-14,5,Commande expédiée rapidement comme…,Commande expédiée rapidement comme d'habitude. Produits avec des tarifs intéressants.,2023-12-22,,,
My_origines,ANDRE MOREAU,10,2023-12-14,5,Excellence My Origines,Colis bien reçu dans les délais impartis. Il a été reçu en bon état par colissimo. Il contenait un magnifique paquet cadeau accompagné d'échantillons de parfums et de maquillage.,2023-12-22,,,
My_origines,Karine,1,2023-12-12,5,Livraison très rapide et sécurisée.,Livraison très rapide et sécurisée.Echantillons donnésRavie de ce site après plusieurs commandes,2023-12-22,,,
My_origines,Sylvie,29,2023-12-15,5,Parfait,Parfait ! Produits disponibles & livraison rapide.,2023-12-22,,,
My_origines,dominique lelaumier,5,2023-12-15,5,"colis impeccable en tres bon etat,le…","colis impeccable en tres bon etat,le produit tres bon la preuve j'en prends tous les ans,l'entreprise  MyOrigines c'est serieux envoie colis rapidement,tarif tres bien",2023-12-22,,,
My_origines,Sentinel,1,2023-12-15,5,Mon parfum a été livré vite et bien,"Mon parfum a été livré vite et bien. Le packaging était sympa, en plus il était dans un petit sac en jute assez joli vu que c’était pour un cadeau c’était top. Site sérieux et fiable.",2023-12-22,,,
My_origines,Christine Dressour,1,2023-12-14,4,Rapidité assurée,"Rapidité assurée. Prix attractifs. Par contre j'ai malheureusement reçu ma commande avec un crayon eye liner dont le capuchon était cassé, et un parfum nickel. Tout était bien protégé et n'a pas pu se casser dans le carton. Je pense qu'il a été mis cassé dans le colis.",2023-12-22,,,
My_origines,Yves Turpin,1,2023-12-14,5,Très bien merci,Date de l'expérience: 14 décembre 2023,2023-12-22,,,
My_origines,Andree Parzy,1,2023-12-14,5,Colis super bien emballé et du fait…,Colis super bien emballé et du fait protégé. Sérieux dans le suivi .,2023-12-22,,,
My_origines,Trichot,3,2023-12-15,3,Impossible de rééditer une facture sur…,Impossible de rééditer une facture sur la dernière commande ...décevant,2023-12-22,,,
My_origines,Lucette Civel,4,2023-12-15,5,Parfait !,Parfait !! Les bons produits les emballages cadeau et la ponctualité,2023-12-22,,,
My_origines,Roubiere,3,2023-12-15,5,Ravie de ce site et de la gentillesse…,Ravie de ce site et de la gentillesse atte tionEmballage  impeccable Mail d i formation de la livraisonPetit mit agréable  dans l envoiJe recommanderaiPrix intéressants Un grand Merci,2023-12-22,,,
My_origines,MARIE PIERRE FAJARDO,4,2023-12-14,5,Cela fait qq temps que nous utilisons…,"Cela fait qq temps que nous utilisons vos services, et nous sommes très satisfait de votre siteAussi bien livraison que prix que produitMerci",2023-12-22,,,
My_origines,Lesur,1,2023-12-15,5,Sécurité d envoi Envoi assez rapide,"Envoi assez rapide et pour la livraison qui a été sécurisé par un  code que je devais présenter dès réception,très bien et surtout rassurant",2023-12-22,,,
My_origines,Marie,4,2023-12-14,5,Au top👍😊,"Facile a utiliser,Parfait, expédition rapide,au top, merci",2023-12-22,,,
My_origines,Patrick GUILLARD,3,2023-12-14,5,Toujours satisfaite des prix pratiqués,"Toujours satisfaite des prix pratiqués, de la rapidité d'expédition.Ne changez rien",2023-12-22,,,
My_origines,JEROME,2,2023-12-15,5,Best of best,Excellent référencement .prix imbattable comparé aux autres acteurs .emballage cadeau personalisable .je recommande,2023-12-22,,,
My_origines,M. DANIEL THOUVENIN,5,2023-12-14,5,Très bien et pas cher pour un même…,Très bien et pas cher pour un même produit vendu en parfumerie Arrivé intact Super bien emballé Je recommande fortement ce site,2023-12-22,,,
My_origines,Gawell,6,2023-12-15,3,Peu mieux faire….,"L’envoi est rapide, et bien fait.Cependant il est proposé un emballage cadeau et une carte avec un message, c’est le que le bas blesse…la carte est moche et les caractères ne sont pas les bons, ça fait mauvais genre, un peu deg surtout quand c’est sur un parfum de luxe. Idem sur l’emballage, le papier ressemble au papier toilette des années 70…. Dommage ! Il aurait mieux pas fallu proposer le service.",2023-12-22,,,
My_origines,Jeremy Dudouet,1,2023-12-15,5,Bien,Rapide et soigné.,2023-12-22,,,
My_origines,Pierrot,1,2023-12-14,5,Parfait,Meilleur prix trouvé pour ce parfum. Envoi rapide et soigner. Je recommande.,2023-12-22,,,
My_origines,PM,18,2023-12-14,5,Toujours un excellent rapport…,Toujours un excellent rapport qualité/prixLivraison dans les temps.Je n'avais pas reçu l'emballage cadeau pour un produitOn m'en a envoyé 2 par la suite. Très commercial :),2023-12-22,,,
My_origines,Didier Richard,2,2023-12-15,5,Comme d'habitude,"Comme d'habitude, tout est parfait. Pacé e salute.",2023-12-22,,,
My_origines,Anouche Simonyan,1,2023-12-15,5,Merci pour les produits toujours au…,Merci pour les produits toujours au top👍.,2023-12-22,,,
My_origines,EG,1,2023-12-15,5,Abordable et rapide,"Produits abordables, envoi rapide et soigné",2023-12-22,,,
My_origines,Roland PASTOR,2,2023-12-14,5,rapidité et efficacité,"rapidité et efficacité, un site à recommander.",2023-12-22,,,
My_origines,Annick Mondain,3,2023-12-15,4,Commande parfaite envoi rapide mais le…,Commande parfaite envoi rapide mais le code cadeau saisi dans la commande n'a pas été respecté alors qu'il était bien noté dans le récapitulatif. Dommage,2023-12-22,,,
My_origines,Tina,8,2023-12-14,5,Ras livraison rapide prix intéressant,Date de l'expérience: 14 décembre 2023,2023-12-22,,,
My_origines,Didier BILLOTET,18,2023-12-15,5,Livraison rapide et fluidité du site…,Livraison rapide et fluidité du site produits faciles à trouverLes prix sont très correct Je recommande,2023-12-22,,,
My_origines,Mallaury B,1,2023-12-15,4,Très bon site,Envoi du colis dans les délais annoncés. Seul bémol au livreur qui n'a pas récupérer le code pour prouver que le colis a bel et bien été livré mais sinon parfait ! Il aurait été agréable d'avoir une proposition de papier cadeaux / emballages.,2023-12-22,,,
My_origines,Patricia Moretto,1,2023-12-14,5,Site recommandé par une amie très…,Site recommandé par une amie très sérieux colis bien arrivé Site extra,2023-12-22,,,
My_origines,Assadi Baligh,1,2023-12-15,5,Très bien,Très bien Merci beaucoup,2023-12-22,,,
My_origines,Patricia TROGNO,16,2023-12-15,5,Sérieux et rapide,Date de l'expérience: 15 décembre 2023,2023-12-22,,,
My_origines,Sonia ROLAND,1,2023-12-12,5,Rapide et conforme,Date de l'expérience: 12 décembre 2023,2023-12-22,,,
My_origines,Annelise Garcia,1,2023-12-22,5,"Coffret commandé le 19/12,reçu le…","Coffret commandé le 19/12,reçu le 22/12, emballage parfait, coffret juste magnifique avec échantillons et emballage cadeau, vraiment parfait merci",2023-12-22,,,
My_origines,Sandry,3,2023-12-13,4,Efficacité et rapidité de…,Efficacité et rapidité de livraison...grands choix de produits à des prix corrects,2023-12-22,,,
My_origines,Alina Ardelean,2,2023-12-13,1,Je n’ai jamais reçu le colis!,Date de l'expérience: 13 décembre 2023,2023-12-22,,,
My_origines,Karine Fournier,3,2023-12-13,5,Toujours autant satisfaite de…,Toujours autant satisfaite de Myorigine. Merci beaucoup. Je vous recommande souvent,2023-12-22,,,
My_origines,Anne,3,2023-12-09,4,Manque d'échantillons,"Je viens de passer une commande d'une valeur proche de 145€ et je n'ai eu que 2 échantillons de parfum, je pensais en avoir plus ! Sinon je suis satisfaite des produits que j'ai reçu.Le suivi pour la livraison au top comme d'habitude",2023-12-22,,,
My_origines,PARTYKA SYLVIE,7,2023-12-13,5,Très bon rapport qualité/prix,Très bon rapport qualité/prix. Ce sont les produits originaux et non des copies.,2023-12-22,,,
My_origines,MN,4,2023-12-13,5,Livraison rapide et prix intéressant,Livraison rapide et prix intéressant. Dommage qu'il n'y ait plus le chanel n•5,2023-12-22,,,
My_origines,Patrick A,3,2023-12-13,5,Tarif intéressant et livraison rapide,Date de l'expérience: 13 décembre 2023,2023-12-22,,,
My_origines,Amélie Anne Ragot,4,2023-12-22,5,Envoi très rapide.,Envoi très rapide.Très jolie pochette tissus.,2023-12-22,,,
My_origines,Nathalie Menouard,2,2023-12-22,5,Très bon site,"Je viens de commander sur ce site et franchement je suis ravie :-)Tarif très compétitif, envoi rapide et suivi. Mon colis est arrivé après quelques jours dans un emballage soigné.Une bonne expérience",2023-12-22,,,
My_origines,Sonia Lopes,1,2023-12-13,5,Mon parfum a un prix imbattable.,Mon parfum a un prix imbattable.. pratiquement moitié prix ..merci pour les petits échantillons et la petite carte de remerciement..la boîte aussi est super mignonne et livraison rapide !!! Au Top MyOrigines❤️,2023-12-22,,,
My_origines,PJ,2,2023-11-24,1,Article manquant dans le colis,"Article manquant dans le colis, pas de nouvelle du SAV, pas de remboursement. Pas très sérieux pour un site qui m'avait pourtant l'air fiable.",2023-12-22,,,
My_origines,Client,8,2023-12-14,4,la qualité et le service,"la qualité et le service, sans oublier les bons prix",2023-12-22,,,
My_origines,Haury,20,2023-12-14,4,Satisfaction,Satisfait de cette première expérience,2023-12-22,,,
My_origines,Isabelle POROT,3,2023-12-14,5,Jamais déçue de mes commandes sur votre…,"Jamais déçue de mes commandes sur votre site.Tarifs très compétitifs, envoi rapide et soigné...J'adore :)",2023-12-22,,,
My_origines,Richard Renault,5,2023-12-13,5,Je vous adore et je commande chez vous…,Je vous adore et je commande chez vous depuis un bon moment très serviable toujours un petit cadeau en plus vous êtes adorables et les prix sont très compétitifs merci beaucoup,2023-12-22,,,
My_origines,Sylvie Moulon,1,2023-12-13,5,"Je suis très satisfaite, à chaque fois, colis propre et délai respecté, bonne fête de fin d'année à l'année prochaine merci à toutes l'équipe, joyeux Noël 🎅",Des supers prix .,2023-12-22,,,
My_origines,Yannick et Josiane HOUEIX,1,2023-12-14,5,Commandes très bien prises en compte,"Commandes très bien prises en compte, livraison en temps prévu. Efficacité !!",2023-12-22,,,
My_origines,Corinne Ballan,1,2023-12-13,5,Très  satisfaite,Date de l'expérience: 13 décembre 2023,2023-12-22,,,
My_origines,ANGéLA AMORUSO,3,2023-12-08,5,Je recommande,"J’ai déjà commandé plusieurs foisFacilité de commande sur le site Beaucoup de choix, Prix intéressantsLivraison rapide, Super bien emballé Pochette cadeau topPetit plus : petit échantillon",2023-12-22,,,
My_origines,Agnès CUZIN,1,2023-12-13,5,Rien à redire commande facile et…,Rien à redire commande facile et livraison rapide,2023-12-22,,,
My_origines,Malenky,3,2023-12-14,3,Prix attractifs et beaucoup de choix mais...,"Prix attractifs et beaucoup de choix mais délai de livraison in peu long. De plus le colis était completement ouvert et déchiré à la réception, heureusement que les parfums étaient bien emballés à l'intérieur.....manque juste la pochette cadeaux offerte pour mes achats.",2023-12-22,,,
My_origines,Nawal Mennane,1,2023-12-14,5,Les échantillons sont incroyables,"Les échantillons sont incroyables , la livraison a été faites rapidement, le colis et très bien fait , très top j’aime beaucoup",2023-12-22,,,
My_origines,Cattin YAN,5,2023-12-13,5,Je recommande,"Je suis tombé, par hasard, sur votre site en faisant une recherche Google.Au vu des prix, de la rapidité d’envoie et de la clarté de votre site internet, je vais à nouveau commander chez vous dans le futur.Je recommande vivement « My Origines »Merci pour tout.",2023-12-22,,,
My_origines,Gérard Graff,5,2023-12-13,5,Très bien,"Dans les délais, très bien emballé.",2023-12-22,,,
My_origines,Marine Iborra,1,2023-12-13,5,Un envoi rapide et sécurisé,"Un envoi rapide et sécurisé, jamais déçue un grand merci 🤩",2023-12-21,,,
My_origines,DANIEL KIERASINSKI,2,2023-12-12,5,Expédition très rapide.Site à…,Expédition très rapide.Site à recommander.,2023-12-21,,,
My_origines,Sande,1,2023-12-13,4,Pour une première tout était très bien…,Pour une première tout était très bien par contre la livraison avec colissimo la poste pas top. D’autant plus qu’on vous dit que le colis est cassé en vérification de l’état pour qu’au final pas un mal le colis.,2023-12-21,,,
My_origines,Valerie Ptasinski,1,2023-12-13,5,Bonne expérience délais de livraison…,Bonne expérience délais de livraison rapide cde bien enveloppée par contre un peu déçu du manque d échantillons vu le montant de ma cde (800€),2023-12-21,,,
My_origines,Cathy D.,2,2023-12-13,5,L envoi a été rapide et surtout très…,"L envoi a été rapide et surtout très bien emballé dans son petit sac en toile👍 c etait la première fois que je commanderai, je n'hésiterai pas à recommander 👍👌",2023-12-21,,,
My_origines,Eliane,4,2023-12-14,5,Toujours satisfaite des prestations de…,"Toujours satisfaite des prestations de My Origines : commande rigoureusement respectée, envoyée et livrée dans les délais indiqués, parfums de qualité !Tout est parfait ! MERCI !",2023-12-21,,,
My_origines,Barbara Louvet,1,2023-12-13,5,Commande rapide et conforme à mes…,Commande rapide et conforme à mes attentes.Échantillons sympa en plus.Je commande depuis quelques années et jamais déçue,2023-12-21,,,
My_origines,Paulo Pereira,1,2023-12-13,4,Correct,Rapide pour la livraison,2023-12-21,,,
My_origines,M V,1,2023-12-13,5,Expédition rapide,"Expédition rapide, beaucoup d'échantillons et une jolie pochette dans le colis",2023-12-21,,,
My_origines,Brigitte Garrido,6,2023-12-13,5,Bravo à My Origines !,"Très satisfaite de l’entreprise...bon rapport qualité prix. Belle présentation, délais respectés...tout est ....parfait !",2023-12-21,,,
My_origines,Sonia Guillot,1,2023-12-14,5,Prix intéressant et livraison rapide,Date de l'expérience: 14 décembre 2023,2023-12-21,,,
My_origines,Client,14,2023-11-14,1,Vendeur à fuir absolument,"Commande passée le 14 novembre 2023, aucune nouvelle pendant plusieurs semaines. Première demande au service client, pour savoir où en était ma commande, mais aucun retour. Seconde demande au service client pour savoir où en était ma commande et toujours aucun retour. Une semaine plus tard, demande de remboursement et d’annulation de commande. Là, je reçois quasi de suite un e-mail, me disant que le produit n’était plus disponible et qu’ils annuler ma commande et me rembourséaient… sauf que c’est moi qui ai annulé la commande et demander le remboursement😂😂😂 Fuyez absolument ce vendeur.",2023-12-21,,,
My_origines,JPP,3,2023-12-14,5,Prix compétitifs,"Prix compétitifsLivraison rapideDes échantillons sont toujours joints, c'est sympa. Plus il y en aura, plus nous découvrirons de nouvelles fragrances et plus nous ""solliciterons"" My Origines !!!",2023-12-21,,,
My_origines,Patricia Bras,2,2023-12-14,5,Tout bien rapide efficace,Date de l'expérience: 14 décembre 2023,2023-12-21,,,
My_origines,Cendrine Jacgert,1,2023-12-13,5,tours très bien sur tout bravo a vous…,tours très bien sur tout bravo a vous déja commandé chez vous et toujours très satisfait,2023-12-21,,,
My_origines,Marie-Caroline MER,1,2023-12-12,5,Délais respectés et pochettes cadeaux…,Délais respectés et pochettes cadeaux gratuites et de qualité.,2023-12-21,,,
My_origines,perrissol,2,2023-12-13,5,Ravissement !,"J'ai commandé 2 parfums Serge Lutens, recus très vite dans un joli colis , flacons bien callés dans des douces feuilles de papier de soie et accompagnés de  cadeaux sympa : pochette en tissu et trousse remplie d'échantillons, que du plaisir ! Merci",2023-12-21,,,
My_origines,Isa,2,2023-12-13,4,Toujours sympa le prix des parfums chez…,Toujours sympa le prix des parfums chez vous 👍 mais pas très contente de voir le Tocade de Rochas ( mon parfum adoré) qui a bien augmenté ??? Je le payais dans les 38 euros et en ce moment il fait 10€ de plus 🙄Pourquoi ??? Je sais pas???Sinon ...des colis toujours bien emballés et les pochons tissus pour les cadeaux font de belles présentations 😍👍 Joyeux Noël 😘,2023-12-21,,,
My_origines,Jean-Claude RIGAUD,3,2023-12-12,5,MyOrigines un site très sérieux,"En l'espace de 30 jours, avant les fêtes de Noël, j'ai passé 3 commandes, elles sont toutes arrivées en moins d'une semaine, bien emballées et toujours avec plusieurs échantillons dans le colis. Que dire de plus, merci pour votre sérieux.",2023-12-21,,,
My_origines,LEMONON Evelyne,1,2023-12-14,5,👍👍👍👍,Délai de livraison respecté Facilité de choix sur le cite,2023-12-21,,,
My_origines,ANGELE PELISSIER,1,2023-12-12,5,Ravie,Je suis ravie de mes achats pour leur prix et leur emballage et qualité.....merci beaucoup,2023-12-21,,,
My_origines,Sandrine TOUBIANA,2,2023-12-13,5,Produit introuvable en boutique,Produit introuvable en boutiquePrix moins élevés qu'en boutique Commande livrée rapidement et en bon état,2023-12-21,,,
My_origines,jean yves,9,2023-12-12,5,Excellente transaction !,Excellente transaction qui s’est déroulée parfaitement.Produit disponible et prix très compétitifs m’ont fait découvrir ce site que je ne connaissais pas. Une belle découverte à recommander.,2023-12-21,,,
My_origines,chamalow,1,2023-12-14,5,Beaucoup de choix,"Beaucoup de choix, prix compétitifs et envoi rapide",2023-12-21,,,
My_origines,Martine Caillard,3,2023-12-13,5,Encore une commande arrivée en temps et…,"Encore une commande arrivée en temps et en heure, très bien emballée.",2023-12-21,,,
My_origines,Ndeye Salomez,1,2023-12-13,1,J’ai acheté pour près de 400€ de parfum…,J’ai acheté pour près de 400€ de parfum et je n’ai pas reçu les cadeaux promis (à savoir la trousse avec échantillons à parti de 89€ chez Armani plus d’autres cadeaux…J’ai envoyé un mail de réclamation qui est resté sans réponse,2023-12-21,,,
My_origines,Nathalie,1,2023-12-13,4,Livraison rapide et soigneusement…,Livraison rapide et soigneusement emballé,2023-12-21,,,
My_origines,fanfanguigui,12,2023-12-13,5,Rien à dire comme d'habitude,"Rien à dire comme d'habitude. Tout est parfait, le produit et la livraison.",2023-12-21,,,
My_origines,fanfanguigui,12,2023-12-13,5,Rien à dire comme d'habitude,"Rien à dire comme d'habitude. Tout est parfait, le produit et la livraison.",2023-12-21,,,
My_origines,Francoise TRAPPIER,1,2023-12-14,5,facilité d'accès du site,facilité d'accès du siteintérêt des prixfacilité pour commanderrespect des délais,2023-12-21,,,
My_origines,Satwinder Singh Pannu,1,2023-12-21,5,J'ai laissé un avis négatif car je…,"J'ai laissé un avis négatif car je n'avais pas encore reçu la crème que j'avais commandé mais je suis désolé parceque je viens de recevoir ma colis je suis très heureux colis bien soigné très bon produit je recommanderais, merci mille fois my origines.",2023-12-21,,,
My_origines,Veronique Radigue,1,2023-12-14,4,Colis un peu abîmé et dommage qu’il y…,Colis un peu abîmé et dommage qu’il y avait pas un cadeau pour 148 euros de commande,2023-12-21,,,
My_origines,françoise,12,2023-12-14,5,"Choix ,et rapidité",Date de l'expérience: 14 décembre 2023,2023-12-21,,,
My_origines,jerome,6,2023-12-12,5,🙂🙂🙂😉,Prix Qualité Soigné,2023-12-21,,,
